Well,Plate,CD41_APCH7,ANXA1_APC,Zombie_violet,PVR_PECy7,CD51_FITC,VEGFR1_594,CD168_700,Colony
L22,3,"9,804","1,532",293,0,836,837,"9,363",N
L23,3,"1,493",277,82,562,294,107,320,N
L24,3,695,289,125,"1,340",336,231,92,N
M1,3,267,88,86,"1,188",130,125,693,N
M2,3,767,261,48,451,117,116,660,N
M3,3,293,8,63,565,86,77,585,N
M4,3,"1,638",339,108,"2,035","1,436",81,"1,015",Y
M5,3,"3,534",122,59,"1,785",940,91,"2,010",Y
M6,3,-16,283,104,"1,272",417,216,871,N
M7,3,327,-40,43,949,159,108,"1,641",N
M8,3,"2,205",257,112,461,527,189,728,Y
M9,3,545,308,77,"1,271",275,203,"1,120",N
M10,3,"7,716",278,49,579,507,96,"2,103",N
M11,3,"1,632",503,96,"1,946",677,128,557,N
M12,3,871,368,75,507,124,165,501,N
M13,3,986,113,120,"1,969",349,96,395,N
M14,3,"2,751",387,230,231,825,687,"3,828",N
M15,3,"4,393",472,57,233,706,70,"1,338",N
M16,3,"2,225",564,94,672,450,143,"2,313",N
M17,3,"2,097",361,107,"1,091",457,122,"1,598",N
M18,3,521,338,53,"1,790",230,111,"2,185",N
M19,3,"2,009",323,48,901,429,12,434,N
M20,3,"1,834",439,182,455,445,427,249,N
M21,3,896,309,118,"1,004",312,157,934,N
M22,3,293,479,116,"1,936",233,298,"2,741",N
M23,3,"1,211",938,299,"1,706",611,316,"1,265",N
M24,3,"2,740",574,129,472,558,224,"1,268",N
N1,3,944,156,59,976,210,69,314,N
N2,3,"2,010",325,129,995,482,216,820,N
N3,3,"1,960",499,76,"2,352",485,299,"1,306",N
N4,3,"1,108",710,139,"1,049",402,309,"2,405",N
N5,3,521,198,61,"1,040",153,54,271,N
N6,3,782,721,217,"1,852",582,331,"1,213",N
N7,3,"1,017",734,115,788,423,177,"1,220",N
N8,3,959,39,85,"1,387",248,36,551,N
N9,3,868,403,152,"1,247",280,241,988,N
N10,3,"1,418",61,24,"1,026",138,56,"1,778",N
N11,3,471,165,64,840,314,147,835,N
N12,3,"3,204",418,215,280,511,440,"6,180",N
N13,3,"1,278",133,45,373,201,97,631,N
N14,3,"1,552",18,79,645,307,110,831,N
N15,3,903,406,100,"1,327",670,88,801,N
N16,3,"1,250",251,95,713,314,248,-54,N
N17,3,913,-85,60,711,154,123,437,N
N18,3,238,152,71,968,162,136,"1,642",N
N19,3,202,-150,76,"1,058",182,156,278,N
N20,3,818,171,46,"1,324",201,111,"1,129",N
N21,3,232,52,51,"2,047",72,81,962,N
N22,3,"4,341",357,75,819,787,105,"1,190",N
N23,3,"1,358",500,100,978,438,170,"2,317",N
N24,3,407,48,101,"1,508",347,157,"1,095",N
O1,3,"4,385",447,25,315,300,115,"1,065",N
O2,3,"2,521",-131,95,115,63,52,"1,409",N
O3,3,410,654,149,"1,949",333,299,"1,033",N
O4,3,"4,951","1,054",164,727,"1,254",158,"1,129",N
O5,3,831,337,209,"1,318",494,248,"1,040",N
O6,3,"1,856",46,54,879,136,66,276,N
O7,3,"2,479",791,207,"1,792",835,248,653,N
O8,3,"1,543",622,110,"1,320",495,168,"1,810",N
O9,3,"1,264",592,96,475,257,124,369,N
O10,3,"1,946",700,259,-24,535,253,336,N
O11,3,"4,037",680,145,355,700,106,472,N
O12,3,153,473,59,722,204,195,"1,580",N
O13,3,"9,727",538,115,"1,288",586,177,685,N
O14,3,"1,033",-26,132,719,318,252,"1,013",N
O15,3,"1,686",578,94,"1,169",274,176,"2,358",N
O16,3,"10,894",344,67,409,607,194,637,N
O17,3,"3,090",274,105,"1,071",591,116,"1,763",N
O18,3,"3,690",562,169,476,636,651,"1,433",N
O19,3,187,231,158,832,359,255,236,N
O20,3,391,-100,61,"1,392",245,89,931,Y
O21,3,"1,571",438,150,"1,017",397,188,"2,876",N
O22,3,"1,994",500,362,312,813,397,727,N
O23,3,386,477,136,"1,058",515,266,800,N
O24,3,420,245,27,386,161,237,471,N
P1,3,"1,532",553,110,"1,113",975,246,"1,227",N
P2,3,"2,181",553,107,"1,835",493,122,"2,352",N
P3,3,689,315,65,"1,235",245,84,"1,832",N
P4,3,705,78,63,"1,007",222,30,521,N
P5,3,-37,501,169,944,235,233,"1,126",N
P6,3,343,418,52,894,172,91,593,N
P7,3,"2,916",967,106,"2,180",559,164,"1,144",N
P8,3,986,572,66,954,236,109,"1,162",N
P9,3,111,69,70,"1,148",184,54,937,N
P10,3,"1,281",177,91,620,241,113,"1,079",N
P11,3,914,557,213,233,535,384,207,N
P12,3,227,502,98,622,186,176,"4,014",N
P13,3,"5,179",603,251,798,849,510,"1,307",N
P14,3,268,555,166,"1,136",361,310,189,N
P15,3,"3,618",575,185,485,549,221,"1,860",N
P16,3,"2,609",180,67,879,655,76,765,N
P17,3,417,225,12,591,70,99,226,N
P18,3,"1,247",355,52,443,164,72,657,N
P19,3,"2,732",740,164,385,424,475,"1,295",N
P20,3,50,144,38,309,144,145,287,N
P21,3,509,354,98,951,257,163,283,N
P22,3,"4,197",723,133,886,358,116,"1,910",N
P23,3,"2,932",567,108,759,766,118,"4,076",N
P24,3,226,135,58,"1,664",241,108,751,N
A1,4,612,393,100,"1,584",411,140,"1,494",N
A2,4,"1,354",271,47,488,227,79,"1,222",N
A3,4,"1,302",467,9,614,326,152,-39,N
A4,4,"1,188",119,65,"1,079",259,142,"1,197",N
A5,4,"7,225",784,98,552,831,120,"1,333",N
A6,4,"1,223",942,186,620,511,256,"3,665",N
A7,4,693,55,35,784,216,101,23,N
A8,4,"2,415",290,175,122,574,278,"1,306",N
A9,4,669,480,85,812,275,165,633,N
A10,4,"6,234",579,53,706,492,91,592,N
A11,4,"3,994",131,167,96,494,350,659,N
A12,4,449,244,132,"1,390",296,215,"1,194",N
A13,4,"3,048","1,307",214,580,790,311,"1,659",N
A14,4,"11,358",343,72,"1,484",833,117,"1,223",N
A15,4,"3,412",295,164,699,728,216,550,N
A16,4,275,670,134,"1,137",380,159,759,N
A17,4,699,204,84,"1,790",302,108,"1,389",N
A18,4,"1,372",518,98,729,216,120,"1,117",N
A19,4,"1,081",458,64,"1,407",314,100,872,N
A20,4,"3,573",226,73,525,733,114,794,N
A21,4,222,98,31,"1,323",299,85,877,N
A22,4,"3,305",477,60,611,645,164,"1,029",N
A23,4,"2,236","1,136",94,"2,068",629,117,"2,380",N
A24,4,254,167,55,774,200,55,94,N
B1,4,"14,196","2,206",314,284,"1,097",677,"3,108",N
B2,4,"5,918",546,177,467,811,177,"3,534",N
B3,4,"7,311",261,47,374,312,194,174,N
B4,4,"2,754",281,98,"1,631",283,204,499,N
B5,4,"3,915",413,87,336,528,104,965,N
B6,4,"4,493",616,150,402,510,140,"1,166",N
B7,4,"5,103",553,169,744,"1,755",204,"1,647",N
B8,4,210,260,64,"1,138",184,68,"1,069",N
B9,4,"12,977","2,618",146,-173,640,198,480,N
B10,4,848,188,108,968,323,158,"1,446",N
B11,4,770,56,123,263,363,177,243,N
B12,4,287,487,119,619,258,284,"3,004",N
B13,4,"2,529",618,95,"1,591",522,204,"1,568",N
B14,4,188,537,75,"2,367",267,118,"1,394",N
B15,4,"3,744",379,259,298,556,500,"2,572",N
B16,4,"3,474","1,036",270,462,645,480,"1,873",N
B17,4,"2,636",683,125,"1,521",430,296,"1,478",N
B18,4,"2,692",571,98,"1,282",320,178,299,N
B19,4,987,440,88,"2,003",343,124,921,N
B20,4,"1,052",502,78,"1,033",217,134,922,N
B21,4,809,299,143,"1,600",272,146,"1,240",N
B22,4,460,419,139,"1,248",283,143,928,N
B23,4,"1,277",818,299,"1,254",641,413,"2,463",N
B24,4,481,748,42,867,217,35,461,N
C1,4,609,59,33,218,240,205,400,N
C2,4,447,-26,46,991,172,72,"1,183",N
C3,4,"5,935",402,100,826,999,258,"1,304",N
C4,4,335,766,111,"1,376",283,166,"1,545",N
C5,4,"2,053","3,252",179,855,347,479,"6,474",N
C6,4,537,387,68,346,139,100,245,N
C7,4,440,56,100,"1,061",289,117,"1,103",N
C8,4,"3,351",321,111,709,716,227,"2,462",N
C9,4,"1,094",405,42,879,139,37,650,N
C10,4,"7,745",623,113,"1,795",495,197,"2,336",N
C11,4,"7,144",584,54,501,304,144,"1,758",N
C12,4,433,40,67,870,167,120,459,N
C13,4,479,57,215,743,412,313,571,N
C14,4,"1,389",719,142,607,532,228,722,N
C15,4,"1,059",183,65,"1,347",356,104,"1,759",N
C16,4,"1,940",187,40,853,215,112,838,N
C17,4,"3,830",348,88,610,335,275,678,N
C18,4,765,372,89,316,284,194,10,N
C19,4,355,143,33,93,173,252,220,N
C20,4,"1,106",274,77,591,236,188,396,N
C21,4,"3,825",435,254,46,757,209,633,N
C22,4,"2,826",824,81,228,848,197,"1,490",N
C23,4,"2,293",210,124,"1,662",661,242,"1,000",N
C24,4,"3,329",878,113,-40,383,205,"1,233",N
D1,4,"6,466",280,70,550,575,223,"1,175",N
D2,4,198,59,92,"1,138",259,196,776,N
D3,4,"3,794",393,151,119,812,128,352,N
D4,4,584,58,129,"1,065",391,100,402,N
D5,4,48,-69,14,835,222,57,182,N
D6,4,"1,230",119,97,"1,039",259,106,665,N
D7,4,"3,772",661,205,404,673,236,"1,545",N
D8,4,934,225,34,"1,361",306,88,"1,909",N
D9,4,"1,343",533,139,"1,188",862,137,756,N
D10,4,"2,243",677,61,"1,073",243,171,813,N
D11,4,409,268,105,"2,090",383,86,950,N
D12,4,890,345,-1,79,19,516,501,N
D13,4,469,227,80,"1,777",201,146,475,N
D14,4,950,517,124,944,290,211,"1,810",N
D15,4,"1,995",246,109,825,746,209,"2,081",N
D16,4,"2,747",500,240,551,469,454,"3,737",N
D17,4,497,71,17,"1,606",200,95,"1,031",N
D18,4,639,181,41,102,242,240,235,N
D19,4,"2,727",247,47,233,757,82,"1,477",N
D20,4,892,449,79,"1,508",541,219,"3,145",N
D21,4,"3,702",585,81,666,382,255,867,N
D22,4,"3,477",932,121,215,827,225,"8,403",N
D23,4,539,433,205,"1,191",545,243,"2,602",N
D24,4,"1,131",205,76,"1,239",425,127,-13,N
E1,4,696,495,74,759,386,100,"1,274",N
E2,4,707,152,99,"1,213",283,187,"1,179",N
E3,4,439,13,76,860,166,55,922,N
E4,4,933,325,38,"1,043",327,41,699,N
E5,4,"5,391","1,196",194,"3,156","1,917",316,"4,439",N
E6,4,"1,552",466,134,"1,269",485,192,"1,034",N
E7,4,"2,009",305,81,"1,327",671,350,"2,898",N
E8,4,383,420,120,"2,990",371,311,883,N
E9,4,959,211,81,873,283,57,568,N
E10,4,570,238,88,"1,501",290,150,404,N
E11,4,"1,175",464,104,958,375,129,571,N
E12,4,147,145,50,"1,207",155,68,308,N
E13,4,"1,247",696,99,"1,740",381,155,"1,390",Y
E14,4,296,291,120,960,223,201,-106,N
E15,4,"1,137",626,98,994,212,326,901,N
E16,4,"4,213",629,112,811,743,109,"1,468",N
E17,4,"-1,410",593,234,326,156,583,"50,246",N
E18,4,"4,216",430,124,346,685,227,"1,617",N
E19,4,"1,577",521,100,"1,258",242,144,"1,965",N
E20,4,"6,038",771,109,-6,702,661,532,N
E21,4,612,301,84,902,426,172,490,N
E22,4,"1,281",305,181,"1,318",497,243,"1,275",N
E23,4,"1,244",403,104,"1,104",716,87,383,N
E24,4,"4,078",565,61,463,380,63,382,N
F1,4,"3,733",464,108,"1,526",699,194,"5,600",Y
F2,4,"1,733",583,72,"1,231",256,145,835,N
F3,4,337,248,91,978,177,90,483,N
F4,4,"6,458","1,222",164,349,689,203,"1,319",N
F5,4,"2,247",599,76,667,272,105,"1,167",N
F6,4,225,201,52,651,142,90,498,N
F7,4,150,975,94,753,218,260,678,N
F8,4,157,315,78,"1,264",167,151,"1,956",N
F9,4,"3,994",378,116,174,535,140,606,N
F10,4,"5,161","1,732",189,"1,697",833,357,"3,539",N
F11,4,"3,734",604,176,556,576,232,703,N
F12,4,484,52,80,706,270,152,908,N
F13,4,"2,246",597,142,948,440,352,"1,527",N
F14,4,"1,929",328,114,286,346,298,"1,033",N
F15,4,"1,247",628,240,"1,999",640,270,"1,988",N
F16,4,34,182,86,931,160,142,593,N
F17,4,210,75,86,"1,303",180,120,"1,385",N
F18,4,"1,016",157,142,"1,077",387,225,862,N
F19,4,"6,075","1,020",344,18,975,356,"1,228",N
F20,4,"3,613",486,151,458,494,176,"1,387",N
F21,4,"1,687",426,85,214,244,160,163,N
F22,4,"2,602",414,109,469,228,235,"1,566",N
F23,4,"3,546",390,82,186,353,155,826,N
F24,4,138,430,76,"1,212",175,122,"2,260",N
G1,4,472,428,75,937,349,142,436,N
G2,4,"1,051","1,522",19,"1,195",246,"1,597","1,653",N
G3,4,"4,366",515,88,40,542,99,"1,142",N
G4,4,528,154,47,945,221,115,388,N
G5,4,622,-120,57,666,183,96,279,N
G6,4,"3,263",101,61,294,383,128,927,N
G7,4,306,273,40,"1,949",116,60,805,N
G8,4,"3,017",294,44,605,396,64,"1,231",N
G9,4,"1,637",175,63,499,235,77,258,N
G10,4,-12,282,66,967,84,80,520,N
G11,4,"1,674",152,148,346,436,190,161,N
G12,4,706,276,119,"1,103",383,107,895,N
G13,4,655,42,76,865,131,83,546,N
G14,4,"1,526",42,69,"1,563",332,154,437,N
G15,4,102,89,49,862,128,141,108,N
G16,4,"2,046",219,50,773,203,174,724,N
G17,4,"1,512",540,180,894,464,327,623,N
G18,4,447,236,160,198,500,725,540,N
G19,4,978,568,103,"1,091",233,192,929,N
G20,4,944,79,45,"1,385",272,128,534,Y
G21,4,"1,759","1,759",101,"1,479",342,370,"7,907",N
G22,4,"2,300",849,247,804,404,291,915,N
G23,4,-116,170,66,"1,637",98,79,644,N
G24,4,828,162,59,859,224,192,"1,493",N
H1,4,247,127,66,"1,458",190,130,761,N
H2,4,"1,572",178,31,815,188,63,34,N
H3,4,"1,171",471,146,692,301,287,964,N
H4,4,627,173,211,500,581,180,396,N
H5,4,784,804,99,"1,072",264,269,"1,151",N
H6,4,"2,364",644,81,"1,291",459,180,"1,434",N
H7,4,462,206,175,508,337,204,764,N
H8,4,"1,194","1,113",93,"1,156",363,202,"1,214",N
H9,4,"2,338",274,74,747,344,122,"1,896",N
H10,4,"3,176",371,138,"1,418","1,283",108,"1,257",N
H11,4,"2,468",907,142,652,421,255,"1,650",N
H12,4,"1,744",421,94,931,288,202,"1,010",N
H13,4,810,418,194,"1,525",426,222,"1,785",N
H14,4,363,94,116,918,273,182,260,N
H15,4,791,360,91,731,171,191,228,N
H16,4,"3,741",665,165,722,565,245,"1,685",N
H17,4,"5,931","1,268",164,168,539,151,"2,357",N
H18,4,"4,340",406,173,664,502,273,"1,956",N
H19,4,"5,357",414,112,920,551,132,745,Y
H20,4,"1,053",376,81,699,179,124,682,N
H21,4,"1,592",219,62,866,276,182,412,N
H22,4,784,2,177,"1,533",480,198,834,N
H23,4,"4,393",281,112,784,619,178,"1,392",N
H24,4,"3,901",876,78,571,406,69,737,N
I1,4,843,111,44,602,182,145,377,N
I2,4,556,247,91,"1,423",199,212,"1,245",N
I3,4,"1,124",259,112,"1,007",325,203,"2,124",N
I4,4,"9,598","1,516",290,-161,513,443,"3,041",N
I5,4,"1,586",166,72,"1,162",239,134,595,N
I6,4,728,97,87,962,229,106,495,N
I7,4,46,494,59,155,165,301,343,N
I8,4,415,104,89,"1,267",236,146,604,N
I9,4,"1,335",65,-18,"2,276",304,2,"1,522",Y
I10,4,"1,107",671,147,737,365,179,"1,624",N
I11,4,189,308,65,"1,047",147,118,777,N
I12,4,738,173,63,889,258,139,"1,408",N
I13,4,"3,478",245,79,"1,043",662,121,640,N
I14,4,412,123,48,613,114,71,34,N
I15,4,"1,808",396,131,997,487,237,"2,114",N
I16,4,"2,355",178,141,470,433,237,"1,606",N
I17,4,"1,231",463,264,"1,099","3,820",339,"1,409",N
I18,4,663,282,91,"1,047",296,178,693,N
I19,4,411,668,102,"1,995",294,225,"1,686",N
I20,4,509,680,142,"1,618",419,326,593,N
I21,4,"4,557",383,67,790,523,96,"1,590",N
I22,4,658,429,99,"1,472",325,148,863,N
I23,4,"7,615","11,322",283,857,971,403,"10,987",N
I24,4,337,64,62,856,271,97,"1,303",N
J1,4,"1,191",492,67,532,741,128,"1,075",N
J2,4,220,225,142,734,351,180,625,N
J3,4,842,410,74,593,355,164,338,N
J4,4,"1,331",246,68,"1,233",245,128,401,N
J5,4,"1,588",374,158,"1,388",719,190,"3,548",N
J6,4,"5,502",850,131,336,887,259,"2,950",N
J7,4,170,70,70,914,130,71,552,N
J8,4,"1,006",508,68,666,333,83,411,N
J9,4,275,446,176,"1,381",391,254,985,N
J10,4,"5,416",240,174,473,"1,133",177,"3,014",N
J11,4,"4,597",808,101,535,"1,049",171,"1,653",N
J12,4,296,309,37,"1,072",116,33,182,N
J13,4,455,358,52,"1,135",282,134,930,N
J14,4,418,120,79,645,236,118,446,N
J15,4,"4,630",344,208,57,715,292,437,N
J16,4,"2,050",299,68,"1,200",805,113,"1,565",N
J17,4,"2,260",225,73,"2,138",535,102,"2,529",Y
J18,4,426,277,35,754,165,106,444,N
J19,4,810,166,98,"1,343",238,177,"1,025",N
J20,4,"1,167",86,74,"1,431",185,163,"1,149",N
J21,4,"2,738",490,66,"1,149",227,196,751,N
J22,4,"5,262",517,74,148,580,160,384,N
J23,4,393,190,75,"1,511",128,69,422,N
J24,4,136,384,97,"1,116",165,124,58,N
K1,4,"2,725",231,148,585,335,242,935,N
K2,4,"2,771",692,173,"2,812",710,345,"1,950",Y
K3,4,"1,251",108,64,"1,087",312,118,"3,540",N
K4,4,"1,137",173,93,"1,375",608,110,137,N
K5,4,"1,165",309,80,672,206,141,-19,N
K6,4,"1,152",247,56,793,345,101,686,N
K7,4,"1,664",221,27,993,216,96,988,N
K8,4,"2,213",691,143,287,627,242,"1,489",N
K9,4,180,260,99,"1,353",569,140,"1,011",N
K10,4,403,202,71,992,254,118,750,N
K11,4,"2,439",883,113,617,457,135,814,N
K12,4,"9,443",212,95,510,392,116,"1,121",N
K13,4,695,168,101,"1,452",305,172,"1,139",N
K14,4,"4,066",447,159,814,759,263,"1,706",N
K15,4,"1,785",165,186,496,393,238,717,N
K16,4,"1,571",976,109,314,348,840,763,N
K17,4,"3,984",587,84,"1,190",722,230,"3,021",N
K18,4,"5,052",809,164,"1,031","1,079",189,"2,078",N
K19,4,"3,195",320,95,995,880,215,788,N
K20,4,856,332,99,350,327,181,486,N
K21,4,914,202,113,"1,460",274,111,"1,677",N
K22,4,"1,323",261,63,546,133,144,796,N
K23,4,"1,656",276,51,"2,123",633,102,"1,903",N
K24,4,"3,128",494,319,"1,279",888,342,"1,462",N
L1,4,"1,332",96,77,833,234,98,831,Y
L2,4,142,211,69,525,210,221,220,N
L3,4,"4,443",221,145,172,901,227,"1,348",N
L4,4,"19,104",717,42,-97,637,69,956,N
L5,4,"3,766",150,56,841,457,171,753,N
L6,4,"1,498",719,86,563,206,271,"1,445",N
L7,4,"1,339",231,93,"1,840",257,167,"1,140",N
L8,4,"3,308",629,146,230,492,241,583,N
L9,4,953,249,36,875,236,36,162,N
L10,4,43,-23,31,516,135,92,230,N
L11,4,"3,661",408,104,826,576,93,"1,673",N
L12,4,"3,320",496,77,849,537,114,"1,138",N
L13,4,199,219,78,"1,599",172,138,696,N
L14,4,"1,123",201,41,403,179,157,"1,370",N
L15,4,"1,724",240,73,538,389,17,528,N
L16,4,"2,323",547,129,"1,468",427,171,"1,476",N
L17,4,"3,963",674,62,941,650,50,"1,525",N
L18,4,"4,888",796,54,824,607,78,"2,671",N
L19,4,"1,766",668,97,"1,687",535,137,"2,678",N
L20,4,"1,879",301,94,"1,472",205,161,"1,073",N
L21,4,950,326,90,"1,335",342,266,367,N
L22,4,374,47,40,799,197,48,"1,067",N
L23,4,"2,454",411,86,404,317,165,240,N
L24,4,621,780,118,"2,327",530,280,"1,055",N
M1,4,"1,735",207,89,"1,266",421,167,687,Y
M2,4,969,916,348,695,688,607,"2,213",N
M3,4,51,272,118,"1,385",149,100,625,N
M4,4,318,-444,-102,537,-169,-18,276,N
M5,4,524,239,59,923,156,101,266,N
M6,4,"1,709",127,205,617,559,314,"3,428",N
M7,4,"1,879",433,92,"1,251",478,247,647,N
M8,4,"3,751",408,108,"1,438",593,141,"2,300",Y
M9,4,"3,550",975,116,989,329,225,"1,037",N
M10,4,389,195,58,"1,187",185,102,732,N
M11,4,"1,025","5,882",-10,"1,405",164,"4,464","3,877",N
M12,4,"1,363",636,62,"1,488",406,93,"1,445",Y
M13,4,"1,294",146,53,638,397,52,670,N
M14,4,839,234,80,996,297,107,901,N
M15,4,"5,196",922,152,416,466,255,"1,262",N
M16,4,455,318,101,"1,491",279,200,842,N
M17,4,868,617,90,925,289,459,493,N
M18,4,"3,334",370,169,"1,455",783,128,"2,094",N
M19,4,"2,749",456,65,363,544,97,"1,112",N
M20,4,171,232,111,"1,171",227,82,291,N
M21,4,"14,859",774,50,-648,552,330,"1,537",N
M22,4,"5,398",473,70,"1,063",523,196,"1,434",Y
M23,4,296,398,80,"2,150",593,207,389,N
M24,4,"5,546",553,366,107,777,489,"1,581",N
N1,4,"2,642",162,48,"1,799",308,134,"1,841",N
N2,4,"2,036",323,117,"1,528",306,175,"1,013",N
N3,4,652,205,81,"1,030",307,107,"1,322",N
N4,4,"1,228",423,76,"1,240",703,98,905,N
N5,4,"6,397","1,143",196,"1,016",780,438,"6,442",N
N6,4,"1,887",323,173,872,595,176,"2,183",N
N7,4,828,263,177,"1,958",521,214,"1,204",N
N8,4,"1,664",449,54,495,164,229,279,N
N9,4,184,244,91,"1,288",205,127,551,N
N10,4,"1,253",134,172,"1,425",450,186,"1,054",N
N11,4,"1,155",99,44,878,210,33,"1,687",Y
N12,4,"1,527",303,120,393,889,184,917,N
N13,4,"1,102",756,138,625,"1,447",260,"1,755",N
N14,4,211,238,62,"1,165",160,68,801,N
N15,4,218,-16,61,684,95,49,193,N
N16,4,"1,300",405,101,195,325,278,533,N
N17,4,96,321,57,"1,544",349,137,"1,423",N
N18,4,"2,044",176,109,680,624,171,688,Y
N19,4,19,245,97,"1,228",169,230,351,N
N20,4,419,338,66,330,192,179,225,N
N21,4,562,223,54,261,231,240,348,N
N22,4,"1,408",296,131,"1,167",404,228,"1,434",Y
N23,4,"7,668",505,75,"1,476",784,138,"1,410",N
N24,4,863,271,45,"1,703",189,227,445,N
O1,4,480,29,-29,585,130,56,990,N
O2,4,"3,526","1,221",137,682,488,222,"2,657",N
O3,4,"1,158",71,109,947,186,129,511,N
O4,4,"1,692",177,103,984,397,91,492,N
O5,4,"1,334",164,111,551,344,227,786,N
O6,4,"1,890",382,52,385,328,248,533,N
O7,4,912,-56,142,"1,308",421,282,300,N
O8,4,"3,603",646,128,"1,980",614,171,"2,357",N
O9,4,344,158,80,"1,277",200,136,825,N
O10,4,"3,422",448,98,"1,788",745,203,"5,283",N
O11,4,"1,195",462,41,551,300,41,545,N
O12,4,"6,561","2,544",213,760,"1,546",400,"5,007",N
O13,4,350,225,97,962,271,186,894,N
O14,4,84,186,134,938,306,213,485,N
O15,4,"11,294",133,101,703,484,137,"1,101",N
O16,4,216,122,63,960,88,51,-72,N
O17,4,"4,044",181,66,"1,017",462,91,"2,075",N
O18,4,"1,310",88,48,380,290,79,499,N
O19,4,554,228,127,"1,249",308,126,524,N
O20,4,322,118,72,327,367,264,261,N
O21,4,459,77,57,666,129,56,287,N
O22,4,646,109,84,"2,756",190,146,"1,042",N
O23,4,"2,974",609,163,658,869,169,"1,661",N
O24,4,"2,120",314,194,"1,197",557,316,"2,053",N
P15,4,335,350,113,972,304,165,294,N
P21,4,877,288,124,"1,395",355,259,"1,512",N
P22,4,"1,566",515,158,232,594,192,"1,079",N
P23,4,390,"1,027",215,"1,087",336,247,"2,571",N
P24,4,"6,093",400,68,"1,103",365,96,"1,137",N
